Title,Rating
2010. Gone in 60 Seconds,6.4
2011. The Delta Force,6.4
2012. Angel,6.4
2013. Kather Basha Endra Muthuramalingam,6.4
2014. Beverly Hills Ninja,6.4
2015. 16 Blocks,6.4
2016. Let's Get Harry,6.4
2017. Game of Death,6.4
2018. The Hard Way,6.4
2019. Stormbreaker,6.4
2020. Babylon A.D.,6.4
2021. White Elephant,6.4
2022. A Day to Die,6.4
2023. Premium Rush,6.4
2024. American Ninja,6.4
2025. Shimmer Lake,6.4
2026. The Brothers Bloom,6.4
2027. Suburban Commando,6.4
2028. Dalkomhan insaeng,6.4
2029. Black and Blue,6.4
2030. San ging chaat goo si,6.4
2031. Dark Angel,6.4
2032. Veeran,6.4
2033. Shin Evangelion Gekijôban,6.4
2034. Attack on Titan,6.4
2035. Cop Out,6.4
2036. Striking Distance,6.4
2037. Sin-gwa ham-kke: Jwi-wa beol,6.4
2038. Gantz: O,6.4
2039. The Lost Empire,6.4
2040. Bacurau,6.4
2041. Runaway,6.4
2042. Blind Fury,6.4
2043. T-34,6.4
2044. Rise of the Footsoldier,6.4
2045. Mortal Kombat Legends: Scorpion's Revenge,6.4
2046. County Line: All In,6.4
2047. Beat the Devil,6.4
2048. Kite,6.4
2049. Law of Tehran,6.4
2050. Into the Night,6.4
2051. Future World,4.4
2052. The Train Robbers,4.4
2053. South of Heaven,4.4
2054. Flyboys,4.4
2055. 3 Ninjas: High Noon at Mega Mountain,4.4
2056. Moonwalker,4.4
2057. Wildwood,4.4
2058. Death Wish II,4.4
2059. Baahubali 2: The Conclusion,4.4
2060. The Ice Pirates,4.4
2061. Bis ans Ende der Welt,4.4
2062. The Assignment,4.4
2063. Thriller - En grym film,4.4
2064. Running Scared,4.4
2065. The Retirement Plan,4.4
2066. The Vikings,4.4
2067. Tau man ji D,4.4
2068. Highlander,4.4
2069. Undisputed,4.4
2070. Blues Brothers 2000,4.4
2071. Bad Girls,4.4
2072. Underverden II,4.4
2073. Stop! Or My Mom Will Shoot,4.4
2074. The Beekeeper,4.4
2075. Cowboy Bebop: Tengoku no tobira,4.4
2076. 6 Days,4.4
2077. Dragon: The Bruce Lee Story,4.4
2078. Domino,4.4
2079. Cloak & Dagger,4.4
2080. Bird on a Wire,4.4
2081. Thunderbirds,4.4
2082. Thick as Thieves,4.4
2083. The Contract,4.4
2084. Momentum,4.4
2085. Home of the Brave,4.4
2086. Day of the Warrior,4.4
2087. Code Name Banshee,4.4
2088. Nowhere to Run,4.4
2089. The Way of the Gun,4.4
2090. Villain,4.4
2091. Man cheng jin dai huang jin jia,4.4
2092. Muscle,4.4
2093. She,4.4
2094. Beirut,4.4
2095. Triple Threat,4.4
2096. Spy Kids: Armageddon,4.4
2097. The Concorde... Airport '79,4.4
2098. Yôjû toshi,4.4
2099. 3000 Miles to Graceland,4.4
2100. Mi chao,4.4
2101. Warlock,4.6
2102. El infierno,4.6
2103. Blackbird,4.6
2104. Gator,4.6
2105. Primeval,4.6
2106. Stream,4.6
2107. To Hell and Back,4.6
2108. Highlander II: The Quickening,4.6
2109. The Cowboy Way,4.6
2110. Beyond Skyline,4.6
2111. The Fantastic Four,4.6
2112. Berserk: Ougon Jidai-hen I - Haou no Tamago,4.6
2113. Next Gen,4.6
2114. Skylines,4.6
2115. Wrongfully Accused,4.6
2116. Ultraviolet,4.6
2117. Sing si lip yan,4.6
2118. Justice Society: World War II,4.6
2119. Miracle Mile,4.6
2120. Samurai Cop,4.6
2121. Raise the Titanic,4.6
2122. Ai no mukidashi,4.6
2123. No Holds Barred,4.6
2124. Clockstoppers,4.6
2125. Jui kuen II,4.6
2126. As Good as Dead,4.6
2127. The Big Hit,4.6
2128. Good Fortune,4.6
2129. Vaincre ou mourir,4.6
2130. The Brave One,4.6
2131. Stakeout,4.6
2132. The Car,4.6
2133. Starship Troopers: Invasion,4.6
2134. State of Grace,4.6
2135. Smokey and the Bandit Part 3,4.6
2136. The Four Musketeers,4.6
2137. To End All Wars,4.6
2138. God Bless America,4.6
2139. Ride Along 2,4.6
2140. Survive the Night,4.6
2141. Last Knights,4.6
2142. Cirque du Freak: The Vampire's Assistant,4.6
2143. Alex Cross,4.6
2144. L.E.T.H.A.L. Ladies: Return to Savage Beach,4.6
"2145. Tomorrow, When the War Began",4.6
2146. Wild Bill,4.6
2147. Money Talks,4.6
2148. Fortress,4.6
2149. Sultan,4.6
2150. Fuga de reinas,4.6
2151. El robo del siglo,4.5
2152. V for Vengeance,4.5
2153. Ghajini,4.5
2154. The Operative,4.5
2155. Money Train,4.5
2156. McHale's Navy,4.5
2157. Big Trouble in Little China,4.5
2158. Reindeer Games,4.5
2159. The Condemned,4.5
2160. Kingsglaive: Final Fantasy XV,4.5
2161. Perverse oltre le sbarre,4.5
2162. Air America,4.5
"2163. Big Mommas: Like Father, Like Son",4.5
2164. In a Valley of Violence,4.5
2165. Blood Work,4.5
2166. A Lonely Place to Die,4.5
2167. Bullet Proof,4.5
2168. We Die Young,4.5
2169. Jue di tao wang,4.5
2170. Blankman,4.5
2171. The Tomorrow Job,4.5
2172. Survivor,4.5
2173. Southern Comfort,4.5
2174. Tom yum goong,4.5
2175. True Memoirs of an International Assassin,4.5
2176. Rurôni Kenshin: Sai shûshô - The Final,4.5
2177. Kin,4.5
2178. Universal Soldier: Day of Reckoning,4.5
2179. Grand Death Lotto,4.5
2180. Double Team,4.5
2181. The Thundermans Return,4.5
2182. Secret Society of Second-Born Royals,4.5
2183. Gringo,4.5
2184. Nick of Time,4.5
2185. Thursday,4.5
2186. Postal,4.5
2187. Sudden Death,4.5
2188. Hellboy: The Crooked Man,4.5
2189. 1242: Gateway to the West,4.5
2190. Son of a Gun,4.5
2191. Traffik,4.5
2192. Traitor,4.5
2193. Yat goh ho yan,4.5
2194. The Toxic Avenger,4.5
2195. Ji qi zhi xue,4.5
2196. Galveston,4.5
2197. Fair Game,4.5
2198. Assault on Precinct 13,4.5
2199. Inside Man: Most Wanted,4.5
2200. Allan Quatermain and the Lost City of Gold,4.5
2201. Yaadhum Oore Yaavarum Kelir,6.3
2202. Michael,6.3
2203. Avengers of Justice: Farce Wars,6.3
2204. The Three Musketeers,6.3
2205. Huang jia shi jie,6.3
2206. Get Carter,6.3
2207. In the Land of Saints and Sinners,6.3
2208. Nordsjøen,6.3
2209. Zashchitniki,6.3
2210. Nagwonui bam,6.3
2211. Cowboy Ninja Viking,6.3
2212. Slow West,6.3
2213. Mortal,6.3
2214. Breathless,6.3
2215. Doom: Annihilation,6.3
2216. Darkness of Man,6.3
2217. Wild Target,6.3
2218. The Art of Self-Defense,6.3
2219. The Legend,6.3
2220. Sniper,6.3
2221. Deadlock,6.3
2222. Ludo,6.3
2223. City on Fire,6.3
2224. Man of Tai Chi,6.3
2225. Empire State,6.3
2226. Occupation: Rainfall,6.3
2227. Foreign Correspondent,6.3
2228. Jin-Rô,6.3
2229. Die in a Gunfight,6.3
2230. Army of One,6.3
2231. Death Wish 4: The Crackdown,6.3
2232. Dip huet seung hung,6.3
2233. Wolf Hound,6.3
2234. The Emerald Forest,6.3
2235. The Four Feathers,6.3
2236. The Great Raid,6.3
2237. I Am Wrath,6.3
2238. Lights Out,6.3
2239. 7500,6.3
2240. Trespass Against Us,6.3
2241. Christopher Strong,6.3
2242. Sutorîto faitâ II gekijô-ban,6.3
2243. Dangerous,6.3
2244. Vtorzhenie,6.3
2245. Robin Hood,6.3
2246. Life on the Line,6.3
2247. Navy Seals,6.3
2248. Pathfinder,6.3
2249. Baburu,6.3
2250. San Andreas 2,6.3
2251. Sidekicks,4.8
2252. Underverden,4.8
2253. Berserk: Ougon jidai-hen III - Kourin,4.8
2254. Heist,4.8
2255. Pootie Tang,4.8
2256. Malnazidos,4.8
2257. Winchester '73,4.8
2258. The Quest,4.8
2259. The Evil That Men Do,4.8
2260. The Baytown Outlaws,4.8
2261. The 7th Voyage of Sinbad,4.8
2262. Civil War,4.8
2263. Exit Wounds,4.8
2264. Tiger House,4.8
2265. Untitled Red Notice Sequel,4.8
2266. Iron Sky: The Coming Race,4.8
2267. Hercules,4.8
"2268. Run Silent, Run Deep",4.8
2269. DeepStar Six,4.8
2270. Apex,4.8
2271. Rampage,4.8
2272. Sap ji sang ciu,4.8
2273. After the Sunset,4.8
2274. Les trois mousquetaires: Milady,4.8
2275. In the Lost Lands,4.8
2276. Force of Nature,4.8
2277. The Colony,4.8
2278. Battlestar Galactica,4.8
2279. The Park,4.8
2280. Extraction,4.8
2281. The Presidio,4.8
2282. Surviving the Game,4.8
2283. Coogan's Bluff,4.8
2284. Shershaah,4.8
2285. K.G.F: Chapter 1,4.8
2286. Kakushi-toride no san-akunin,4.8
2287. Celda 211,4.8
2288. Foodfight!,4.8
2289. Skinford,4.8
2290. Night of the Demons,4.8
2291. The Legend of Hercules,4.8
2292. River of No Return,4.8
2293. The Undefeated,4.8
2294. The Commando,4.8
2295. Bulletproof,4.8
2296. Gunfight at Rio Bravo,4.8
2297. Tarzan,4.8
2298. Rangasthalam,4.8
2299. Turbo Kid,4.8
2300. Shamshera,4.8
2301. Fire with Fire,5.9
2302. Chasers,5.9
2303. Wire Room,5.9
2304. Perdita Durango,5.9
2305. The Cockleshell Heroes,5.9
2306. Superfly,5.9
2307. The Wrecking Crew,5.9
2308. Wings,5.9
2309. Cradle 2 the Grave,5.9
2310. Ricochet,5.9
2311. Historias para no contar,5.9
2312. The Train,5.9
2313. Megaforce,5.9
2314. Riaru onigokko,5.9
2315. Return to Return to Nuke 'Em High Aka Vol. 2,5.9
2316. Mannen på taket,5.9
2317. Proof of Life,5.9
2318. Bitch Slap,5.9
2319. Climax,5.9
2320. 24 Hours to Live,5.9
2321. Silver Streak,5.9
2322. La isla mínima,5.9
2323. Shaft,5.9
2324. Soleil rouge,5.9
2325. The Bricklayer,5.9
2326. Dirty Mary Crazy Larry,5.9
2327. Gongdong gyeongbi guyeok JSA,5.9
2328. The Weapon,5.9
2329. Gumraah,5.9
2330. War,5.9
2331. Pursuit,5.9
2332. Beyond the Law,5.9
2333. Joheunnom nabbeunnom isanghannom,5.9
2334. Nemesis,5.9
2335. Battleground,5.9
2336. Deathgasm,5.9
2337. Kraftidioten,5.9
2338. Mackenna's Gold,5.9
2339. The Crazies,5.9
2340. Zatôichi,5.9
2341. A Score to Settle,5.9
2342. Daughter of the Wolf,5.9
2343. The Replacement Killers,5.9
2344. The 51st State,5.9
2345. Zombie Tidal Wave,5.9
2346. The Courier,5.9
2347. Superman II: The Richard Donner Cut,5.9
2348. Left Behind,5.9
2349. Boku no Hero Academia: World Heroes Mission,5.9
2350. The Silencers,5.9
2351. Tarzan the Ape Man,5
2352. Lung hing foo dai,5
2353. Rogue Squadron,5
2354. Below,5
2355. If Looks Could Kill,5
2356. Death Warrant,5
2357. The Big Bird Cage,5
2358. Feng shen chuan qi,5
2359. You May Not Kiss the Bride,5
2360. The Wind and the Lion,5
2361. Hagane no renkinjutsushi,5
2362. Man on Fire,5
2363. Godfather,5
2364. Untitled Avatar: The Last Airbender Film 1,5
2365. Acts of Vengeance,5
2366. Wild America,5
2367. Outlaws and Angels,5
2368. Battle for the Planet of the Apes,5
2369. The Division,5
2370. Brat,5
2371. Batoru rowaiaru II: Chinkonka,5
2372. Blood Ties,5
2373. Nou fo,5
2374. Ladder 49,5
2375. From Prada to Nada,5
2376. Heavy Metal 2000,5
2377. The Last Man,5
2378. Green Lantern: Beware My Power,5
2379. Gotcha!,5
2380. Tell It Like a Woman,5
2381. The Crow: Wicked Prayer,5
2382. The Kill Team,5
2383. Geomgaek,5
2384. Dodookdeul,5
2385. Renegades,5
2386. Supercool,5
2387. The Debt Collector,5
2388. Agneepath,5
2389. Prime Cut,5
2390. The 2nd,5
2391. Retribution,5
2392. 3 Ninjas: Knuckle Up,5
2393. Mortal Kombat Legends: Battle of the Realms,5
2394. Beowulf,5
2395. Meteor,5
2396. White Heat,5
2397. Pawn Shop Chronicles,5
2398. Shatter,5
2399. Kyûketsuki hantâ D,5
2400. Chained Heat,5
2401. Freejack,5.4
2402. Sonic Villains,5.4
2403. The Ray,5.4
2404. Hollywood Homicide,5.4
2405. Pamfir,5.4
2406. Return to Nuke 'Em High Volume 1,5.4
2407. The Getback,5.4
2408. Sinbad and the Eye of the Tiger,5.4
2409. Der Baader Meinhof Komplex,5.4
2410. Age of Heroes,5.4
2411. Kaisokuou ni ore wa naru,5.4
2412. Furies,5.4
2413. Cheong-nyeon-gyeong-chal,5.4
2414. ARQ,5.4
2415. Firewall,5.4
2416. See Spot Run,5.4
2417. Day of the Dead: Bloodline,5.4
2418. Max Manus,5.4
2419. Koroshi no rakuin,5.4
2420. Repeater,5.4
2421. 6 Bullets,5.4
2422. Desibel,5.4
2423. 9/11,5.4
2424. Turbo: A Power Rangers Movie,5.4
2425. Taxi 2,5.4
2426. S.W.A.T.: Under Siege,5.4
2427. The Chase,5.4
2428. Action Jackson,5.4
2429. Red Shoes and the Seven Dwarfs,5.4
2430. Bad Company,5.4
2431. BAC Nord,5.4
2432. White Lightning,5.4
2433. Bitva za Sevastopol,5.4
2434. Catch That Kid,5.4
2435. Eraser: Reborn,5.4
2436. Fire Down Below,5.4
2437. The Six Billion Dollar Man,5.4
2438. Thugs,5.4
2439. The Last Son,5.4
2440. Redline,5.4
2441. Riddle of Fire,5.4
2442. North Shore,5.4
2443. Proxima,5.4
2444. Never Let Go,5.4
2445. Only the Strong,5.4
2446. Dark Web: Cicada 3301,5.4
2447. Vengeance: A Love Story,5.4
2448. Rise of the Footsoldier: Origins,5.4
2449. Mars Needs Moms,5.4
2450. Atlas,5.4
2451. The Hot Rock,5.5
2452. Spooks: The Greater Good,5.5
2453. The Outsider,5.5
2454. Avgust. Vosmogo,5.5
2455. Hellfighters,5.5
2456. The Breed,5.5
2457. Crown Vic,5.5
2458. Bronx,5.5
2459. See No Evil 2,5.5
2460. Catchfire,5.5
2461. Maximum Risk,5.5
2462. The Mechanic,5.5
2463. My Science Project,5.5
2464. The Pool,5.5
2465. Lesbian Vampire Killers,5.5
2466. Hard Ticket to Hawaii,5.5
2467. Missing in Action,5.5
2468. Sanjuro,5.5
2469. The Great Sioux Massacre,5.5
2470. Landmine Goes Click,5.5
2471. Carry on Columbus,5.5
2472. New York Ninja,5.5
2473. Delhi Belly,5.5
2474. Amazons,5.5
2475. Rise of the Footsoldier: Vengeance,5.5
2476. Commando Fury,5.5
2477. Sweet Sugar,5.5
2478. Robot Jox,5.5
2479. Underdog,5.5
2480. Sherlock Jr.,5.5
2481. Emperor of the North Pole,5.5
2482. Gleaming the Cube,5.5
2483. Lone Wolf McQuade,5.5
2484. Chick Fight,5.5
2485. The Principal,5.5
2486. Mongol,5.5
2487. Bend of the River,5.5
2488. End of a Gun,5.5
2489. Rorschach,5.5
2490. Daman akeseo guhasoseo,5.5
2491. Ghost of Tsushima,5.5
2492. Hunt Club,5.5
2493. La decima vittima,5.5
2494. Kabzaa,5.5
2495. Irati,5.5
2496. The Devil's Brigade,5.5
2497. Batman: The Long Halloween,5.5
2498. Life Without Hope: A New Chapter,5.5
2499. A Wednesday,5.5
2500. Breaking In,5.5
2501. Death Wish 3,4.7
2502. Guyver,4.7
2503. Satya,4.7
2504. The Price of Money: A Largo Winch Adventure,4.7
2505. Outpost,4.7
2506. Kill Command,4.7
2507. Trapped,4.7
2508. Overdose,4.7
2509. Ba bai,4.7
2510. The Dogs of War,4.7
2511. Doragon bôru chô: Burorî,4.7
2512. Cats & Dogs: The Revenge of Kitty Galore,4.7
2513. Texas Rangers,4.7
2514. Extraterrestrial,4.7
2515. The Angel,4.7
2516. The Exterminator,4.7
2517. Siegfried und das sagenhafte Liebesleben der Nibelungen,4.7
2518. Batman: Gotham by Gaslight,4.7
2519. Tanhaji: The Unsung Warrior,4.7
2520. Hard Rain,4.7
2521. Men at Work,4.7
2522. Al Kameen,4.7
2523. Les valseuses,4.7
2524. The Recall,4.7
2525. Riot,4.7
2526. Shurayukihime,4.7
2527. Canadian Bacon,4.7
2528. The Last Mimzy,4.7
2529. Ratchet & Clank,4.7
2530. Untitled Adventures of Tintin Sequel,4.7
2531. Twelve,4.7
2532. Desperate Measures,4.7
2533. 211,4.7
2534. BMX Bandits,4.7
2535. A Dark Truth,4.7
2536. Murder at 1600,4.7
2537. Bullet,4.7
2538. Evangelion Shin Gekijôban: Jo,4.7
2539. The Pope of Greenwich Village,4.7
2540. There Are No Saints,4.7
2541. Jungle Cruise 2,4.7
2542. Tôkyô zankoku keisatsu,4.7
2543. Star Wars: Dawn of the Jedi,4.7
2544. Armor Wars,4.7
2545. Office Uprising,4.7
2546. Cannonball,4.7
2547. Surf Ninjas,4.7
2548. Untitled I Am Legend Sequel,4.7
2549. Corona Papers,4.7
2550. Solarbabies,4.7
2551. Once Upon a Time in Venice,3.1
2552. Bandidas,3.1
2553. Haider,3.1
2554. Black Water,3.1
2555. The King,3.1
2556. Le dernier mercenaire,3.1
2557. Yip Man ngoi zyun: Cheung Tin Chi,3.1
2558. Myeong-ryang,3.1
2559. Steven Universe: The Movie,3.1
2560. Bunraku,3.1
2561. Kuai can che,3.1
2562. Disturbing the Peace,3.1
2563. Infidel,3.1
2564. 12 Rounds,3.1
2565. Welcome to the Punch,3.1
2566. The Vanished,3.1
2567. Acts of Violence,3.1
2568. The Arena,3.1
2569. Fei ying gai wak,3.1
2570. Far Cry,3.1
2571. Malang - Unleash the Madness,3.1
2572. Shoot to Kill,3.1
2573. Sleepless,3.1
2574. Agent Cody Banks 2: Destination London,3.1
2575. Alien Predator,3.1
2576. Fatum,3.1
2577. Bermuda Island,3.1
2578. Pushpa: The Rule - Part 2,3.1
2579. Bleach: Burîchu,3.1
2580. The Osterman Weekend,3.1
2581. Pan-dola,3.1
2582. The Doorman,3.1
2583. Terra Formars,3.1
2584. Universal Soldier: The Return,3.1
2585. Ying hung boon sik,3.1
2586. F/X,3.1
2587. Kickboxer: Retaliation,3.1
2588. Sorceress,3.1
2589. Pilgrimage,3.1
2590. Geukhanjikeob,3.1
2591. The Lovebirds,3.1
2592. Canary Black,3.1
2593. Hatchet II,3.1
2594. The Cleaner,3.1
2595. The Bridge at Remagen,3.1
2596. Tirailleurs,3.1
2597. Highlander: Endgame,3.1
2598. Afflicted,3.1
2599. Flight of the Intruder,3.1
2600. Book of Fire,3.1
2601. Innocent Blood,5.6
2602. The Thief and the Cobbler,5.6
2603. Lucky Day,5.6
2604. Plan lekcji,5.6
2605. Final Score,5.6
2606. Killing Season,5.6
2607. Asoka,5.6
2608. Warriors of Virtue,5.6
2609. Alien Nation,5.6
2610. King Kong Lives,5.6
2611. Gor,5.6
2612. Qing Ya Ji,5.6
2613. The Stunt Man,5.6
2614. 10 Minutes Gone,5.6
2615. Kojot,5.6
2616. Resident Evil: Vendetta,5.6
2617. Battle for Saipan,5.6
2618. Across 110th Street,5.6
2619. Jane and the Lost City,5.6
2620. Animal,5.6
2621. Sang gong lau yin,5.6
2622. Extreme Prejudice,5.6
2623. Message from the King,5.6
2624. Siu nin Wong Fei Hung chi: Tit ma lau,5.6
2625. Bajo Cero,5.6
2626. A Low Down Dirty Shame,5.6
2627. Ink,5.6
2628. The Pirates: The Last Royal Treasure,5.6
2629. Tokarev,5.6
2630. Monsters of Man,5.6
2631. Caged Heat,5.6
2632. Stalingrad,5.6
2633. Hooper,5.6
2634. Kull the Conqueror,5.6
2635. Naya Legend of the Golden Dolphin,5.6
2636. The Warrior's Way,5.6
2637. Vault,5.6
2638. Miss Bala,5.6
2639. Quel maledetto treno blindato,5.6
2640. Northmen: A Viking Saga,5.6
2641. When Worlds Collide,5.6
2642. Transit,5.6
2643. Terminus,5.6
2644. The Necessary Death of Charlie Countryman,5.6
2645. Imani,5.6
2646. Patient Zero,5.6
2647. Kabir Singh,5.6
2648. Gladiator,5.6
2649. The Enemy Below,5.6
2650. George and the Dragon,5.6
2651. One Piece: Stampede,5.1
2652. Yip Man: Zong shi jue xing,5.1
2653. Sonatine,5.1
2654. D-War,5.1
2655. The Childe,5.1
2656. Blowback,5.1
2657. Mai wei,5.1
2658. Blame!,5.1
2659. Gadar 2,5.1
2660. Desperation Road,5.1
2661. The Machine,5.1
2662. Lik wong,5.1
2663. The Collector 3,5.1
2664. Castle Keep,5.1
2665. Dial 100,5.1
2666. Seraphim Falls,5.1
2667. Nochnoy dozor,5.1
2668. Batman and Harley Quinn,5.1
2669. Catfight,5.1
2670. Ging chaat goo si juk jaap,5.1
2671. The In-Laws,5.1
2672. Killerman,5.1
2673. American Outlaws,5.1
"2674. Batman: The Long Halloween, Part Two",5.1
2675. Killshot,5.1
2676. Heru doggusu,5.1
2677. Jane Got a Gun,5.1
2678. Caligula et Messaline,5.1
2679. Control,5.1
2680. Attack on Titan,5.1
2681. Reign of the Supermen,5.1
2682. Kindergarten Cop 2,5.1
2683. Gun Monkeys,5.1
2684. Justice League Part Two,5.1
2685. The Damned Palace,5.1
2686. Headshot,5.1
"2687. War, Inc.",5.1
2688. Hunting Games,5.1
2689. Død snø 2,5.1
2690. Mace,5.1
2691. First Kill,5.1
2692. Rosewood,5.1
2693. Kimetsu no Yaiba: Natagumo Yama Hen,5.1
2694. Pusher II,5.1
2695. Fighting,5.1
2696. Pink Cadillac,5.1
2697. Women of Mafia,5.1
2698. Djúpið,5.1
2699. Super Fly,5.1
2700. Dylan Dog: Dead of Night,5.1
2701. Bang Boom Bang - Ein todsicheres Ding,4.2
2702. 55 Days at Peking,4.2
2703. Sometimes a Great Notion,4.2
2704. Black '47,4.2
2705. A Cry in the Wild,4.2
2706. Fainaru fantajî sebun adobento chirudoren,4.2
2707. Whiteout,4.2
2708. Don 2,4.2
2709. Seeking Justice,4.2
2710. Prison Ship,4.2
"2711. Manta, Manta - Zwoter Teil",4.2
2712. When Time Ran Out...,4.2
2713. Skinwalkers,4.2
2714. Heaven & Earth,4.2
2715. The Million Eyes of Sumuru,4.2
2716. Tiger 3,4.2
2717. The Survivalist,4.2
2718. Xi you ji: Da nao tian gong,4.2
2719. Om Shanti Om,4.2
2720. Chik loh dak gung,4.2
2721. Kaijû daisensô,4.2
2722. Shogun Assassin,4.2
2723. Cike Nie Yin Niang,4.2
2724. The Moderator,4.2
2725. Salinjaui gieokbeob,4.2
2726. The Return of Swamp Thing,4.2
2727. Le professionnel,4.2
2728. Rainbow Six,4.2
2729. Arn: Tempelriddaren,4.2
2730. AmeriGeddon,4.2
2731. Habit,4.2
2732. Trespass,4.2
2733. Shool,4.2
2734. The Family Plan,4.2
2735. The Furies,4.2
2736. Ballistic: Ecks vs. Sever,4.2
2737. Constantine: City of Demons,4.2
2738. Ishtar,4.2
2739. Untitled Pirates of the Caribbean Project,4.2
2740. Khartoum,4.2
2741. Sanyangeui sigan,4.2
2742. Ala Vaikunthapurramuloo,4.2
2743. Endangered Species,4.2
2744. Tarzan and His Mate,4.2
2745. Ned Kelly,4.2
2746. Black Eagle,4.2
2747. Krrish 3,4.2
2748. Zulu,4.2
2749. El tesoro de la diosa blanca,4.2
2750. Restart the Earth,4.2
2751. What Waits Below,4.1
2752. Yellowbeard,4.1
2753. French Connection II,4.1
2754. Invasion U.S.A.,4.1
2755. Blinkende lygter,4.1
2756. Yongseoneun eupda,4.1
2757. Spartan,4.1
2758. Tell,4.1
2759. The Adventures of Pluto Nash,4.1
2760. Seal Team,4.1
2761. Dante's Inferno: An Animated Epic,4.1
2762. El día de la bestia,4.1
2763. Frauen für Zellenblock 9,4.1
2764. Samson,4.1
2765. The Untold,4.1
2766. In Hell,4.1
2767. K-9,4.1
2768. Turkey Shoot,4.1
2769. Black Warrant,4.1
2770. Pirates,4.1
2771. Abgeschnitten,4.1
2772. ...altrimenti ci arrabbiamo!,4.1
2773. Freelance,4.1
2774. La guerra del ferro: Ironmaster,4.1
2775. Beowulf & Grendel,4.1
2776. Miami Connection,4.1
2777. Black Moon Rising,4.1
2778. Red Scorpion,4.1
2779. Stroker Ace,4.1
2780. Zero Hour!,4.1
2781. Bushwick,4.1
2782. Gong fu yu jia,4.1
2783. A Sound of Thunder,4.1
2784. Teuksong,4.1
2785. Falcon Rising,4.1
2786. Red Sonja,4.1
2787. Captain Blood,4.1
2788. Phantasm II,4.1
2789. The Battle of the River Plate,4.1
2790. Ninja,4.1
2791. The Rising Hawk,4.1
2792. Fei lung gwoh gong,4.1
2793. Catwoman: Hunted,4.1
2794. Between Worlds,4.1
2795. The Package,4.1
2796. Bring Me the Head of Alfredo Garcia,4.1
2797. Tropa de Elite 2: O Inimigo Agora é Outro,4.1
2798. The Dallas Connection,4.1
2799. Women in Cages,4.1
2800. The Thinning: New World Order,4.1
2801. Alan Partridge: Alpha Papa,6.4
2802. Wolves of War,6.4
2803. Soorarai Pottru,6.4
2804. Superlópez,6.4
2805. Silent Night,6.4
2806. Let It Ride,6.4
2807. The Man,6.4
2808. The Debt Collector 2,6.4
2809. Nicky Larson et le parfum de Cupidon,6.4
2810. Untitled Ben 10 Project,6.4
2811. Daylight's End,6.4
2812. Gang Related,6.4
2813. Rupan sansei: Kariosutoro no shiro,6.4
2814. Ramayana: The Legend of Prince Rama,6.4
2815. Snow Ponies,6.4
2816. Xtremo,6.4
2817. The Double,6.4
2818. Bad Grandmas,6.4
2819. Snabba cash,6.4
2820. Master,6.4
2821. Outcast,6.4
2822. Samâ uôzu,6.4
2823. Dobermann,6.4
2824. 15 Minutes,6.4
2825. El Muerto,6.4
2826. High Sierra,6.4
2827. Fubar,6.4
2828. Dilwale,6.4
2829. Dirty Angels,6.4
2830. Welcome to the Jungle,6.4
2831. New Police Story 2,6.4
2832. Dolemite,6.4
2833. Never Too Old to Die,6.4
2834. Eega,6.4
2835. Der Rote Baron,6.4
2836. Inspector Gadget,6.4
2837. Crying Freeman,6.4
2838. Speed Zone,6.4
2839. Maanaadu,6.4
2840. Animal,6.4
2841. Attack of the 60 Foot Centerfolds,6.4
"2842. Ultramarines: A Warhammer 40,000 Movie",6.4
2843. Dog Eat Dog,6.4
2844. Steel,6.4
2845. Spacehunter: Adventures in the Forbidden Zone,6.4
2846. The Tournament,6.4
2847. Hammer of the Gods,6.4
2848. Sans répit,6.4
2849. Detective Conan: Black Iron Submarine,6.4
2850. Mon-seu-teo,6.4
2851. Strategic Command,4.9
2852. Contract to Kill,4.9
2853. Bull Shark,4.9
2854. The Anderson Tapes,4.9
2855. We Still Kill the Old Way,4.9
2856. Berserk: Ougon jidai-hen II - Dorudorei koryaku,4.9
2857. Hwanghae,4.9
2858. Point Blank,4.9
2859. Trollhunters: Rise of the Titans,4.9
2860. Ottu,4.9
2861. The Last Sentinel,4.9
2862. Victor Crowley,4.9
2863. Bangkok Dangerous,4.9
2864. Gongjo 2: Inteonaesyeonal,4.9
2865. Wong ga jin si,4.9
2866. Salaar,4.9
2867. Man of War,4.9
2868. American Sicario,4.9
2869. Murphy's Law,4.9
2870. Dhoom:2,4.9
2871. The Legend of Maula Jatt,4.9
2872. Mr. Majestyk,4.9
2873. Baby Driver 2,4.9
2874. Vice Squad,4.9
2875. Simon Sez,4.9
2876. The Young Lions,4.9
2877. Orígenes secretos,4.9
2878. JCVD,4.9
2879. Turandot,4.9
2880. The Art of War,4.9
2881. Extortion,4.9
2882. 'Gator Bait,4.9
2883. Kaabil,4.9
2884. Operation Dumbo Drop,4.9
2885. Vendetta,4.9
2886. Killers Anonymous,4.9
2887. Vengeance Is Mine,4.9
2888. Enemies Closer,4.9
2889. Christopher Columbus,4.9
2890. Gojira: Fainaru uôzu,4.9
2891. Beyond the Poseidon Adventure,4.9
2892. The Ambushers,4.9
2893. The Ballad of Lefty Brown,4.9
2894. Don't Lose Your Head,4.9
2895. Speed Kills,4.9
2896. Hyena Road,4.9
2897. Survive the Game,4.9
2898. Taxi 5,4.9
